Date,Close,High,Low,Open,Volume
2024-04-01,2870.3623046875,3590.3211665893155,2808.7868757090555,3505.0628803114687,2023000.0
2024-04-08,2865.625732421875,3021.932590553977,2766.157731792355,2851.416018046229,1078800.0
2024-04-15,2589.010009765625,2898.7817891997115,2582.378809594253,2841.9429305879526,984700.0
2024-04-22,2586.168212890625,2692.267421624599,2553.9595245249543,2584.2735841632325,697600.0
2024-04-29,2593.74658203125,2644.9015547959275,2529.329208920174,2633.5337830704434,435000.0
2024-05-06,2584.2734375,2715.9501265808285,2581.4314945701976,2605.1143523185483,477900.0
2024-05-13,2756.6845703125,2840.0482274216065,2571.9582846730027,2587.1153132382947,815700.0
2024-05-20,2974.56689453125,3074.0348957814986,2783.2094064117236,2811.628835340366,1529400.0
2024-05-27,2931.937744140625,3126.1371746895193,2889.3086008494042,3007.722887769462,2292500.0
2024-06-03,2851.416015625,2950.884016170058,2840.048244134136,2917.728015988372,582800.0
2024-06-10,2840.99560546875,2875.098920506054,2740.5802889700212,2875.098920506054,951300.0
2024-06-17,2804.05029296875,2955.6205790751687,2771.841607171136,2889.3085789036104,1105700.0
2024-06-24,2800.260986328125,2879.835385127706,2768.052301099723,2830.5750430136795,989400.0
2024-07-01,2908.2548828125,2969.8303119274224,2789.840596053033,2807.839567640472,848300.0
2024-07-08,2955.62060546875,2965.093748434996,2837.206318390675,2908.25489063752,630400.0
2024-07-15,2889.30859375,2979.303451588115,2846.679450563525,2974.566880122951,487600.0
2024-07-22,2668.58447265625,2856.1527103509384,2668.58447265625,2856.1527103509384,1133600.0
2024-07-29,2421.335205078125,2742.4747334511626,2421.335205078125,2687.5305073578406,1262500.0
2024-08-05,2338.9189453125,2354.075973714687,2014.9374632157503,2243.2402035236937,1665700.0
2024-08-12,2510.383056640625,2523.6454576945753,2363.5493306861736,2368.285902491156,678000.0
2024-08-19,2564.3798828125,2566.2745114662216,2464.911878492104,2513.2249091620106,694000.0
2024-08-26,2610.798095703125,2624.060495318453,2547.3280404011985,2583.3259822142313,472200.0
2024-09-02,2534.06591796875,2664.7952999050817,2501.8572296655957,2637.323183411215,908500.0
2024-09-09,2470.595703125,2529.3291899324195,2401.4417589807804,2463.017188698236,804900.0
2024-09-16,2486.7001953125,2510.383054315476,2434.5979055059524,2490.489452752976,603400.0
2024-09-23,2481.963623046875,2514.1723112848877,2435.545219409739,2510.3830538451216,897300.0
2024-09-30,2580.572509765625,2589.3301087806667,2455.0469238833603,2467.69678912731,932900.0
2024-10-07,2459.912353515625,2610.737675823743,2441.4240882004365,2609.7646092282066,1077200.0
2024-10-14,2513.430908203125,2569.868768317636,2465.7506470719004,2471.589046394091,793700.0
2024-10-21,2386.932373046875,2541.6499626573327,2371.363307425697,2523.161697232184,792600.0
2024-10-28,2450.181640625,2524.1347004691224,2378.1747139346703,2384.0131133960485,701500.0
