Date,Close,High,Low,Open,Volume
2023-09-11,5639.43701171875,5697.311449423131,5618.564263694219,5671.694895029389,374700
2023-09-18,5547.40625,5643.231122798016,5513.2508497947665,5639.4360783307675,630600
2023-09-25,5574.9208984375,5684.977199359683,5495.2249563904015,5594.844883949274,642000
2023-10-02,5467.7109375,5619.512733439615,5343.42321707444,5561.638298737636,633800
2023-10-09,5377.578125,5542.662562852858,5376.629363862915,5467.710433023112,357900
2023-10-16,5391.8095703125,5431.657538278913,5284.599561260008,5372.834347471351,338600
2023-10-23,5415.52880859375,5437.350315706163,5237.161706979239,5407.938719163345,497300
2023-10-30,5602.43505859375,5678.335956932023,5445.889455771063,5445.889455771063,503600
2023-11-06,5616.66650390625,5658.411998192039,5523.687902996991,5654.6169532569675,427100
2023-11-13,5785.5458984375,5958.220439847081,5666.95074637048,5842.47157142967,702900
2023-11-20,5753.28759765625,5757.082642245733,5610.024664403267,5721.029718645645,422800
2023-11-27,5716.2861328125,5788.391982786567,5673.591879538382,5787.443221602697,337500
2023-12-04,5612.87109375,5688.771987512678,5585.35701976103,5658.411630007607,363000
2023-12-11,5573.02392578125,5692.56785064479,5543.612325219585,5612.871900735763,375200
2023-12-18,5835.83056640625,5852.9082692505535,5523.688108863142,5562.58732089739,494300
2023-12-25,5945.88671875,5968.656988615965,5820.650234487195,5900.346179018071,466700
2024-01-01,6168.564453125,6306.409468837291,5999.12995464531,5999.12995464531,529000
2024-01-08,6559.12548828125,6592.629485959278,6136.01786046159,6168.564601063103,728000
2024-01-15,6371.5029296875,6632.834104537964,6357.144073926485,6553.3817693270175,564300
2024-01-22,6251.84619140625,6441.383099368038,6251.84619140625,6385.862186934787,486600
2024-01-29,6199.19677734375,6343.742594727769,6197.282263206213,6259.503972676155,383500
2024-02-05,6096.7705078125,6334.17027008876,6052.736680938678,6254.717930294689,600500
2024-02-12,5997.2158203125,6067.095589647347,5872.772395469623,6049.8649615921795,666300
2024-02-19,5986.68603515625,6029.762605604288,5911.062722591916,5990.515063640521,341200
2024-02-26,6078.58251953125,6188.667084845595,5993.386638548844,6011.5745232529525,466300
2024-03-04,5971.36962890625,6091.984020256393,5863.199579520805,6078.5824212174875,517400
2024-03-11,6004.87353515625,6061.351701675335,5904.361543893472,5979.027594545822,418500
2024-03-18,6218.341796875,6249.931279525381,6030.719415072737,6072.8387252732455,306200
