Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-11 00:00:00-04:00,6.277726718824712,6.462365558702143,6.1669429746845355,6.370046138763428,3800,0.0,0.0
2023-08-14 00:00:00-04:00,6.370046118865241,6.370046118865241,6.176175117492676,6.176175117492676,2600,0.0,0.0
2023-08-15 00:00:00-04:00,6.185406838268985,6.286958419973452,6.0284640449977225,6.0469279289245605,6600,0.0,0.0
2023-08-16 00:00:00-04:00,6.139247368166506,6.2407989501953125,6.139247368166506,6.2407989501953125,600,0.0,0.0
2023-08-17 00:00:00-04:00,5.90844843284128,6.185406684875488,5.90844843284128,6.185406684875488,700,0.0,0.0
2023-08-18 00:00:00-04:00,6.102319420547452,6.139247187431944,5.926912307739258,5.926912307739258,2000,0.0,0.0
2023-08-21 00:00:00-04:00,6.120783356172669,6.120783356172669,5.954607963562012,5.954607963562012,800,0.0,0.0
2023-08-22 00:00:00-04:00,5.917680216022286,6.019231796264648,5.917680216022286,6.019231796264648,700,0.0,0.0
2023-08-23 00:00:00-04:00,6.065391540527344,6.065391540527344,6.065391540527344,6.065391540527344,500,0.0,0.0
2023-08-24 00:00:00-04:00,6.000767729578033,6.065391540527344,5.862288386237339,6.065391540527344,3600,0.0,0.0
2023-08-25 00:00:00-04:00,5.926912307739258,5.926912307739258,5.926912307739258,5.926912307739258,100,0.0,0.0
2023-08-28 00:00:00-04:00,6.056159356917446,6.056159356917446,5.862288364986013,6.000767707824707,500,0.0,0.0
2023-08-29 00:00:00-04:00,6.056159356917446,6.06539151853975,5.963839941762881,6.000767707824707,6800,0.0,0.0
2023-08-30 00:00:00-04:00,5.954607983344289,6.1761750274900145,5.936144099683287,6.019231796264648,5400,0.0,0.0
2023-08-31 00:00:00-04:00,6.037695902108754,6.3423502138332015,6.037695902108754,6.102319717407227,8500,0.0,0.0
2023-09-01 00:00:00-04:00,6.305422073869305,6.305422073869305,6.065391591577075,6.093087196350098,2100,0.0,0.0
2023-09-05 00:00:00-04:00,6.000767715021427,6.130014896392822,6.000767715021427,6.130014896392822,2100,0.0,0.0
2023-09-06 00:00:00-04:00,6.139247145735889,6.213102679003269,6.139247145735889,6.157711029052734,700,0.0,0.0
2023-09-07 00:00:00-04:00,6.000767999000607,6.111551302561634,6.000767999000607,6.0469279289245605,1000,0.0,0.0
2023-09-08 00:00:00-04:00,5.908448299756143,6.203870428605049,5.908448299756143,6.130014896392822,1700,0.0,0.0
2023-09-11 00:00:00-04:00,6.046927890397385,6.074623496004325,5.908448541721546,5.917680263519287,2400,0.0,0.0
2023-09-12 00:00:00-04:00,5.945376051287768,6.166942647381299,5.871520519256592,5.871520519256592,2900,0.0,0.0
2023-09-13 00:00:00-04:00,6.213102864686946,6.268494516292906,5.954608050312086,5.982304096221924,20500,0.0,0.0
2023-09-14 00:00:00-04:00,6.093087145067264,6.185406560556494,6.000767729578033,6.065391540527344,88400,0.0,0.0
2023-09-15 00:00:00-04:00,6.379277615367382,6.739323999605175,6.32388596553396,6.582380771636963,137700,0.0,0.0
2023-09-18 00:00:00-04:00,6.480829325961881,6.693164208103364,6.379277745751509,6.508525371551514,40500,0.0,0.0
2023-09-19 00:00:00-04:00,6.619308673482624,6.619308673482624,6.406973791341141,6.508525371551514,15900,0.0,0.0
2023-09-20 00:00:00-04:00,6.508525557854942,6.637772747140876,6.27772678545177,6.462365627288818,54300,0.0,0.0
2023-09-21 00:00:00-04:00,6.425437772767697,6.517757192448381,6.360813958884359,6.434669494628906,23600,0.0,0.0
2023-09-22 00:00:00-04:00,6.480829474713841,6.573148895108737,6.028464094671986,6.20387077331543,24400,0.0,0.0
2023-09-25 00:00:00-04:00,6.4439013936212906,6.554684692715208,6.259262561798096,6.259262561798096,8000,0.0,0.0
2023-09-26 00:00:00-04:00,6.259262884058457,6.453133447347457,6.18540690731298,6.268494606018066,11700,0.0,0.0
2023-09-27 00:00:00-04:00,6.37004591272421,6.37004591272421,6.28695821762085,6.28695821762085,6000,0.0,0.0
2023-09-28 00:00:00-04:00,6.333118027816475,6.443901325743439,6.277726378852993,6.29619026184082,30800,0.0,0.0
2023-09-29 00:00:00-04:00,6.259262768470379,6.416205560595282,6.259262768470379,6.406973838806152,7700,0.0,0.0
2023-10-02 00:00:00-04:00,6.471597720802874,6.6285405145918315,6.370046138763428,6.370046138763428,8700,0.0,0.0
2023-10-03 00:00:00-04:00,6.4715974448753295,6.554684699170748,6.379277588659109,6.388509750366211,25500,0.0,0.0
2023-10-04 00:00:00-04:00,6.406973567399116,6.545452910079611,6.406973567399116,6.4254374504089355,4600,0.0,0.0
2023-10-05 00:00:00-04:00,6.517756938934326,6.536220822152294,6.443901406062456,6.517756938934326,6800,0.0,0.0
2023-10-06 00:00:00-04:00,6.462365609154668,6.508525539591261,6.397741794586182,6.397741794586182,2000,0.0,0.0
2023-10-09 00:00:00-04:00,6.499292989884217,6.757787792531136,6.453133062200008,6.554684638977051,26500,0.0,0.0
2023-10-10 00:00:00-04:00,6.78548358159142,6.923962928198123,6.563916979191659,6.73932409286499,185500,0.0,0.0
2023-10-11 00:00:00-04:00,6.730091798578408,6.923962791970682,6.6562362658982455,6.8131794929504395,18300,0.0,0.0
2023-10-12 00:00:00-04:00,6.647004287480677,6.896266937255859,6.647004287480677,6.896266937255859,13500,0.0,0.0
2023-10-13 00:00:00-04:00,6.840875190320335,6.840875190320335,6.600844705856418,6.610076427459717,13800,0.0,0.0
2023-10-16 00:00:00-04:00,6.859338943356861,7.348632505014805,6.81317945579037,7.043978214263916,97200,0.0,0.0
2023-10-17 00:00:00-04:00,7.284008957880523,7.293241119856288,7.0070507018133,7.090137958526611,24400,0.0,0.0
2023-10-18 00:00:00-04:00,7.247081138766377,7.339400556797637,6.979354606368869,7.062442302703857,22300,0.0,0.0
2023-10-19 00:00:00-04:00,6.933195318434215,7.200921858592373,6.92396315625662,6.951659202575684,5600,0.0,0.0
2023-10-20 00:00:00-04:00,7.053210053421474,7.173225515482262,6.914730707983158,7.034746170043945,7200,0.0,0.0
2023-10-23 00:00:00-04:00,7.016282418638616,7.016282418638616,6.831643581390381,6.831643581390381,7200,0.0,0.0
2023-10-24 00:00:00-04:00,6.794716017000475,6.933195369181957,6.619308896265763,6.850107669830322,9400,0.0,0.0
2023-10-25 00:00:00-04:00,6.785483720474712,6.979354721649451,6.711628184829806,6.9239630699157715,5100,0.0,0.0
2023-10-26 00:00:00-04:00,7.0255145154384,7.0901378877689725,6.757787983805065,6.997818470001221,3600,0.0,0.0
2023-10-27 00:00:00-04:00,6.905499253884814,7.099370256965283,6.6562365985261716,7.016282558441162,5100,0.0,0.0
2023-10-30 00:00:00-04:00,7.145529816855404,7.145529816855404,6.767019969152119,6.9793548583984375,4200,0.0,0.0
2023-10-31 00:00:00-04:00,6.997818674430697,7.080906372955794,6.785483787255007,6.887035369873047,17400,0.0,0.0
2023-11-01 00:00:00-04:00,6.988586580907299,7.09936987957459,6.64700408302927,6.748555660247803,48000,0.0,0.0
