Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-08-11 00:00:00-04:00,175.0150232652822,177.8816822055298,175.0150232652822,176.59217834472656,115800,0.0,0.0
2023-08-14 00:00:00-04:00,175.6498649633367,178.6553928090521,174.4992297447936,176.4136505126953,163000,0.0,0.0
2023-08-15 00:00:00-04:00,176.24500437196718,178.92321060141538,175.46139127028067,177.4849090576172,214200,0.0,0.0
2023-08-16 00:00:00-04:00,177.60907486648242,180.58859295150052,177.5594132008096,177.86729431152344,164300,0.225,0.0
2023-08-17 00:00:00-04:00,177.66864983660233,178.38373533718638,171.91818702023465,172.57366943359375,195100,0.0,0.0
2023-08-18 00:00:00-04:00,171.75928207209344,176.55630783361397,171.52091517827324,175.5134735107422,253900,0.0,0.0
2023-08-21 00:00:00-04:00,175.35456578438342,177.89708541795622,173.06033932056755,175.81143188476562,150800,0.0,0.0
2023-08-22 00:00:00-04:00,174.709038890377,179.50606555273325,174.34155463240097,177.38067626953125,252400,0.0,0.0
2023-08-23 00:00:00-04:00,179.00944903219303,181.61155660044074,178.3936716663739,180.45947265625,205600,0.0,0.0
2023-08-24 00:00:00-04:00,180.61838157057704,181.79031804176066,177.5196877034088,178.19503784179688,312800,0.0,0.0
2023-08-25 00:00:00-04:00,178.77107266054847,181.42284175312656,176.58609591450855,180.50912475585938,348300,0.0,0.0
2023-08-28 00:00:00-04:00,181.5519657462205,184.1639995436074,179.62520835612327,179.9529571533203,169200,0.0,0.0
2023-08-29 00:00:00-04:00,179.53583108341746,183.2006407274953,178.7710838702366,182.93247985839844,269900,0.0,0.0
2023-08-30 00:00:00-04:00,183.41910567097977,185.4352599601936,181.8697588635619,182.44580078125,413300,0.0,0.0
2023-08-31 00:00:00-04:00,182.654408338504,185.0280906600359,182.05849861279657,183.30990600585938,240900,0.0,0.0
2023-09-01 00:00:00-04:00,184.18387140162181,186.59728890656106,183.6574910909428,184.69039916992188,139800,0.0,0.0
2023-09-05 00:00:00-04:00,182.99205857778534,184.70031672775966,180.57865634131235,184.1342010498047,542400,0.0,0.0
2023-09-06 00:00:00-04:00,183.96538041357314,186.82572272356748,182.9722076842266,186.6072235107422,226000,0.0,0.0
2023-09-07 00:00:00-04:00,186.54765025590288,187.00450126078016,183.42908824646017,186.81581115722656,200900,0.0,0.0
2023-09-08 00:00:00-04:00,186.81579057608857,188.52404882920453,185.25650216584384,185.59417724609375,222300,0.0,0.0
2023-09-11 00:00:00-04:00,187.31237342644866,188.10689944640498,185.74315877419383,186.8455810546875,210600,0.0,0.0
2023-09-12 00:00:00-04:00,186.5675044832236,188.61343789424825,184.78971679954532,186.19009399414062,429800,0.0,0.0
2023-09-13 00:00:00-04:00,185.99143795094201,187.99763570139075,184.35269406019574,187.20310974121094,483700,0.0,0.0
2023-09-14 00:00:00-04:00,188.33531954290117,191.0168824544578,186.7164434022256,187.36199951171875,209500,0.0,0.0
2023-09-15 00:00:00-04:00,186.6966212568382,187.54082421024216,182.93250296133257,186.39866638183594,945400,0.0,0.0
2023-09-18 00:00:00-04:00,185.64383345888075,186.0907581289793,182.45575767818048,182.634521484375,246000,0.0,0.0
2023-09-19 00:00:00-04:00,182.63453353767952,183.86607318409776,178.98959142068477,180.97593688964844,188300,0.0,0.0
2023-09-20 00:00:00-04:00,181.4228237389788,183.36944856046847,178.12549882881927,178.2446746826172,262600,0.0,0.0
2023-09-21 00:00:00-04:00,176.58610841348718,176.58610841348718,169.22669509761295,169.3458709716797,292300,0.0,0.0
2023-09-22 00:00:00-04:00,169.17704621877692,171.21305343077614,168.22360884495413,169.21678161621094,247900,0.0,0.0
2023-09-25 00:00:00-04:00,169.20684640088874,171.7891017627929,169.20684640088874,170.79592895507812,160400,0.0,0.0
2023-09-26 00:00:00-04:00,170.31918865792957,171.47125745131473,166.94239244703442,168.4420928955078,194000,0.0,0.0
2023-09-27 00:00:00-04:00,170.21987090628318,172.57368538981683,170.21987090628318,171.5904541015625,265500,0.0,0.0
2023-09-28 00:00:00-04:00,171.55071124925175,176.4768543663231,170.93494904259742,175.2651824951172,283800,0.0,0.0
2023-09-29 00:00:00-04:00,176.56624486593154,176.56624486593154,168.72018644347833,169.24656677246094,310700,0.0,0.0
2023-10-02 00:00:00-04:00,168.80955091876785,169.7034002121963,163.4960713561335,165.03549194335938,235600,0.0,0.0
2023-10-03 00:00:00-04:00,163.7344469901717,164.86666322784106,161.39055888267575,164.2310333251953,178700,0.0,0.0
2023-10-04 00:00:00-04:00,164.39988955032462,167.15098240240445,163.54576035079796,165.30368041992188,243700,0.0,0.0
2023-10-05 00:00:00-04:00,165.03551269388475,166.13793504351761,163.75432652493416,164.89646911621094,199900,0.0,0.0
2023-10-06 00:00:00-04:00,163.7642451221727,169.31607685180418,163.7642451221727,167.60781860351562,224600,0.0,0.0
2023-10-09 00:00:00-04:00,166.88280248613765,169.43526352161538,165.11495634634724,168.8790740966797,221900,0.0,0.0
2023-10-10 00:00:00-04:00,169.5047896767309,171.4017532467847,167.58797356320346,167.8064727783203,257500,0.0,0.0
2023-10-11 00:00:00-04:00,168.96846532237905,169.29621411063832,166.95232608473918,167.8660430908203,222800,0.0,0.0
2023-10-12 00:00:00-04:00,167.77665330760303,167.77665330760303,163.1584064143456,164.0026092529297,232400,0.0,0.0
2023-10-13 00:00:00-04:00,164.4296603122109,166.96225358219598,157.24902634827743,157.7555389404297,354500,0.0,0.0
2023-10-16 00:00:00-04:00,159.22545172690064,163.20806872792227,158.74871792799678,159.14599609375,378700,0.0,0.0
2023-10-17 00:00:00-04:00,158.58980448804522,164.03240162467404,158.58980448804522,162.49298095703125,287800,0.0,0.0
